section,name,price,category,description,availability,img_primary,img_secondary,prdouct_url
more,Jewel Paradise – Bath & Body Collection,$33.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Bath & Body Collection_primary.jpg,Jewel Paradise – Bath & Body Collection_secondary.jpg,
more,Jewel Paradise – 100g Luxury Soap Collection,$13.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – 100g Luxury Soap Collection_primary.jpg,Jewel Paradise – 100g Luxury Soap Collection_secondary.jpg,
more,Jewel Paradise – 50g Luxury Soap Collection,$10.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – 50g Luxury Soap Collection_primary.jpg,Jewel Paradise – 50g Luxury Soap Collection_secondary.jpg,
more,Jewel Paradise – Island Treats –  Royal Lotus,$16.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Island Treats –  Royal Lotus_primary.jpg,Jewel Paradise – Island Treats –  Royal Lotus_secondary.jpg,
more,Jewel Paradise – Island Treats – Neroli Jasmine,$16.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Island Treats – Neroli Jasmine_primary.jpg,Jewel Paradise – Island Treats – Neroli Jasmine_secondary.jpg,
more,Jewel Paradise – Island Treats – Kandyan Rose,$16.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Island Treats – Kandyan Rose_primary.jpg,Jewel Paradise – Island Treats – Kandyan Rose_secondary.jpg,
more,Jewel Paradise – Island Cracker Trio,$13.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Island Cracker Trio_primary.jpg,Jewel Paradise – Island Cracker Trio_secondary.jpg,
more,Jewel Paradise – Pampering Set  – Royal Lotus,$22.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Pampering Set  – Royal Lotus_primary.jpg,Jewel Paradise – Pampering Set  – Royal Lotus_secondary.jpg,
more,Jewel Paradise – Pampering Set – Neroli Jasmine,$22.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Pampering Set – Neroli Jasmine_primary.jpg,Jewel Paradise – Pampering Set – Neroli Jasmine_secondary.jpg,
more,Jewel Paradise – Pampering Set  – Kandyan Rose,$22.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Pampering Set  – Kandyan Rose_primary.jpg,Jewel Paradise – Pampering Set  – Kandyan Rose_secondary.jpg,
more,Energise – Home Spa Set,,GIFTS,"Energise – Home Spa Set includes;
Energise – Invigorating Body Cleanser – 50ml x 1
Energise – Invigorating Body Milk – 50ml x 1
Energise – Exfoliating Body Refiner – 40g x 1
Sensual Sandalwood – Body & Pillow Mist – 20ml x 1
Sandalwood Spice – Luxury Soap – 50g x 1
Breathe – Soothing Herbs – 8g x 1
Spa Ceylon Reed Pouch x 1
 ",Availability not available,Energise – Home Spa Set_primary.jpg,,
more,Ceylon Tea – Home Spa Set,,GIFTS,"Ceylon Tea – Home Spa Set includes;
Ceylon Tea & Mint – Bath & Shower Gel – 50ml
Ceylon Tea & Ylang – Hand & Body Lotion – 50ml
Ceylon Tea & Spice – Body Scrub – 30g
Night Jasmine – WonderOil – 20ml
Ceylon Tea Ylang – Luxury Soap – 50g
Happy – Uplifting Balm – 8g
SPA CEYLON Reed Pouch",Availability not available,Ceylon Tea – Home Spa Set_primary.jpg,Ceylon Tea – Home Spa Set_secondary.jpg,
more,Sal & Saffron – Vitamin E Rich – Skin Care Set,$35.00 ,GIFTS,Description not available,In Stock,Sal & Saffron – Vitamin E Rich – Skin Care Set_primary.jpg,Sal & Saffron – Vitamin E Rich – Skin Care Set_secondary.jpg,
more,Ceylon Coffee & Cocoa Lip Balm – 10g,$13.00 ,LIP BALMS,Description not available,In Stock,Ceylon Coffee & Cocoa Lip Balm – 10g_primary.jpg,Ceylon Coffee & Cocoa Lip Balm – 10g_secondary.jpg,
more,Ceylon Grapefruit & Rice Lip Balm – 10g,$13.00 ,LIP BALMS,Description not available,In Stock,Ceylon Grapefruit & Rice Lip Balm – 10g_primary.jpg,Ceylon Grapefruit & Rice Lip Balm – 10g_secondary.jpg,
more,Ceylon Lime & Avocado Lip Balm -10g,$13.00 ,LIP BALMS,Description not available,Out of stock,Ceylon Lime & Avocado Lip Balm -10g_primary.jpg,Ceylon Lime & Avocado Lip Balm -10g_secondary.jpg,
more,Sandal Rose Beauty Balm – Sandal 50g,$22.00 ,COLORS,"A multi-tasking tinted formula to help instantly perfect, correct & illuminate the skin, while concealing dark spots & imperfections, evening out skin tones & instantly brightening skin. ",Out of stock,Sandal Rose Beauty Balm – Sandal 50g_primary.jpg,Sandal Rose Beauty Balm – Sandal 50g_secondary.jpg,
more,Sandal Rose Beauty Balm – Rose 50g,$22.00 ,COLORS,"A multi-tasking tinted formula to help instantly perfect, correct & illuminate the skin, while concealing dark spots & imperfections, evening out skin tones & instantly brightening skin.",In Stock,Sandal Rose Beauty Balm – Rose 50g_primary.jpg,Sandal Rose Beauty Balm – Rose 50g_secondary.jpg,
more,Sandal Rose Beauty Balm – Medium 50g,$22.00 ,COLORS,"A multi-tasking tinted formula to help instantly perfect, correct & illuminate the skin, while concealing dark spots & imperfections, evening out skin tones & instantly brightening skin.",In Stock,Sandal Rose Beauty Balm – Medium 50g_primary.jpg,Sandal Rose Beauty Balm – Medium 50g_secondary.jpg,
more,Sandal Rose Beauty Balm – Light 50g,$22.00 ,COLORS,Description not available,In Stock,Sandal Rose Beauty Balm – Light 50g_primary.jpg,Sandal Rose Beauty Balm – Light 50g_secondary.jpg,
